conversation_id,message,sentiment
19,Oh wow that seems kind of an old tradition. Kind of like that conical party hat which was derived from dunce caps!,Curious to dive deeper
19,That's also a strange hat. As far as old traditions in British politics I don't understand why they still wear powdered wigs in court either. So strange.,Surprised
19,Agreed. They look so silly in my opinion. A lot of rapping attire looks silly too. But the rapper Tupac was very talented as his music is in the library of congress of cultural significance.,Curious to dive deeper
19," I'm surprised they would include any rap at this point to be honest. Speaking of rap, do you know what Eminem wanted to be before he was a rapper?",Curious to dive deeper
19,I didn't know that. Very interesting. Rappers also have some odd beliefs. Like Kanye West who thinks AIDS is a man-made disease.,Surprised
19,Eminem actually wanted to be a comic book artist. Kanye West is very strange and has a lot of strange ideas.,Curious to dive deeper
19,Yes he is. But he has done some good things like giving a mic to a fan in a wheelchair at his concert.,Happy
19,That was nice of him. Did you know that Busta Rhymes did voice work in an animated movie?,Curious to dive deeper
19,Oh yeah you're right. He was the Reptar Wagon in the 1998 Rugrats Movie!,Surprised
19,Yes he was. He has a distinct voice so I don't know how I missed it initially.,Surprised
19,Good point. I didn't know rap was popular in Korea. They created a form of rap dueling called compliment battle! Well thanks for talking with me today!,Curious to dive deeper
19,I didn't know that either. That has to sound a lot different than the rap battles here. It was nice talking with you as well.,Surprised
19,Yes here they are much more agressive! Have a good one!,Happy
20,did you see that Kanye is having another kid?,Neutral
20,I heard something but I'm not really following his offspring :),Neutral
20,I saw that they are using a surrogate and only paying 70k.  I'd want a whole lot more than that!,Curious to dive deeper
20," ok, yes that's what I read... and somebody needs to explain to me, how using a surrogate really works...",Curious to dive deeper
20," Simple explanation:  They take egg from mom, Sperm from dad - put it together and then into another person.",Curious to dive deeper
20,ok... why are they doing that ? Kardashian can't have babies ?,Curious to dive deeper
20," Not sure to be honest, I'd love to know too though.",Surprised
20,I think it's just another thing to do to be on the cover of the magazine and have plenty of interviews...  this is a crazy world...,Curious to dive deeper
20," I wouldn't doubt it.  Speaking of him, do you like rap music? (trying to cover the topics! haha)",Neutral
20," lol ;) no, not really... I don't consider it to be music ;)",Curious to dive deeper
20,I mean - I think it is definitely music...but I agree not my type.,Surprised
20,Doesn't music needs melody ? ;),Surprised
20,Lots of rap does have that!,Disgusted
20,a sample on keyboard doesn't count ;),Surprised
20,I'm thinking you haven't heard much more than whats on the radio then,Surprised
20," Maybe You're right, I don't want to argue ;) not my cup of tea though :) I'm more of a blues fan. Classic rock, maybe metal. ;)",Curious to dive deeper
20,I'll pretty much listen to anything except country.  It is god awful,Curious to dive deeper
20,I don't listen to country but I don't mind it. It has it's own charm and it takes skills to play and sing country...,Curious to dive deeper
20,I suppose.  Just like most music what is played on the radio is just garbage,Disgusted
20,I agree... I mean I haven't heard anything new that's good. Maybe except Black Country Communion... great band,Curious to dive deeper
20,Can't say I know them!,Surprised
21,Do you like rap music?,Curious to dive deeper
21," I do, but I cannot tolerate Kanye West. I adore Tupac, and think it's interesting that the Library of Congress chose his music to be included because it's culturally significant.",Curious to dive deeper
21," I agree, Kanye's old music was really good. He's just out there. Just like how he thinks AIDS is a man-made disease. ",Curious to dive deeper
21," I just don't care for him. I would have loved to have been in the courtroom, the day a judge decided to give her ruling to Eminem, in rap style.",Curious to dive deeper
21," That would have been funny. Speaking of Eminem, did you know that his true dream was to become a comic book artist?",Curious to dive deeper
21," Yes, Spidey is his favorite. My brother used to love Rugrats when he was little, I only found out recently, that Busta Rhymes voiced the reptar wagon in the movie.",Curious to dive deeper
21,I didn't know that either. That's pretty interesting. Did you know that Korean rappers invented a new type of freestyle?,Curious to dive deeper
21," The compliment battle, lol. i would love to hear that. I love how people think the cowboy hat was the most popular in the old west, yet it was really the bowler.",Curious to dive deeper
21," Yeah, cowboy hats were more as working hats weren't they? Did you know that up until 1998 politicians had to wear a top hat if making a point of order in the House of Commons?",Curious to dive deeper
21," I did not. That sounds interesting. Much like the ""tip of the hat"" originates from Knights raising their visors.",Neutral
21,That is interesting too. I heard that in 1908 a law was passed limiting the length of hatpins.,Curious to dive deeper
21," They did that, so they wouldn't be used as weapons. Smart move.",Neutral
21,Yeah it is. I'd hate to be stabbed to death with a hat pin.,Curious to dive deeper
21,That does sound like a painful way to die. I do like  the fact that Kanye gave his mic to a fan in a wheelchair once. He does have a few redeeming qualities.,Neutral
21,Yeah he does have a few. He once did an SNL skit mocking for interrupting awards shows....2 years before the infamous Taylor Swift incident.,Curious to dive deeper
21," I have no idea what that is, as I don't pay attention to her either. I still find it mindblowing that Big Sean turned down a scholarship to Michigan, to go rap.",Disgusted
21," Yeah that is pretty good. He made a good choice I guess, he's one of the biggest rappers in the world right now. He can always go back. ",Curious to dive deeper
21," Big Sean is? Weird, most have never heard of him. I do like Kanye's middle name, Omari,. ",Neutral
21,So his initials are K.O.W. That's funny!,Curious to dive deeper
21," I love the skits Saturday Night Live does of trump. The one of Brett Kavanaugh was hilarious, have you seen it?",Curious to dive deeper
21,Yes it was hilarious!,Curious to dive deeper
21," Thank you for chatting with me, have a nice day.",Neutral
21," I enjoyed it, I hope you have a nice day as well. ",Curious to dive deeper
22,Hello.  Did you know that there is a candy desk in the us senate?,Neutral
22," haha yeah, I heard about that. It's been there since 1968.",Happy
22,I guess they all like candy a lot!  At least it's american made. The candy is made in pennsylvania.,Neutral
22,What candy is made in Pennsylvania besides Hershey?,Curious to dive deeper
22," They've got milky way bars, mars bars, and even jelly beans!",Neutral
22," Wow, that's way cooler than the fact that they didn't let women wear pants until 1993.",Surprised
22,I know. It is so surprising to me that it took that long for two women senators to protest by wearing pants on the senate floor.,Neutral
22," They wore pantsuits, they kept it classy. haha.",Happy
22,Yes they did.  Senate is very big on tradition.  They used the same gavel for 165 years until it got cracked.,Neutral
22," Senate can be so cool, haha. Did you hear that in 1988 they arrested senators to force them to vote? I thought that sort of things only happened on House of Cards",Happy
22,I have heard about that.  One of the senators tried to escape and was carried feet first into the senate chamber by three officers!,Neutral
22," Yeah, I think that rule might be from before senators were elected. They weren't elected until 1913.",Curious to dive deeper
22,Elections are a good and a bad thing.  I've heard somewhere that the people of Ancient Athens came to the conclusion that elections would lead to an oligarchy.,Neutral
22,I think that might be because nobody votes. Voter turn out hasn't gone higher than 62% in 100 years.,Neutral
22,Maybe some people figure there's no need to vote.  Research shows that the taller candidate wins most of the time anyway.,Neutral
22,We should just have people voted in by lottery. That's what Athens used to do.,Disgusted
22,It almost seems as if that is what we have now.  I think more states than just Nevada show have a none of these candidates on their ballots.,Neutral
22," Yeah, hopefully we'll see some electoral reform soon, hopefully we can see this will improve fairness.",Neutral
22,Speaking of fairness did you know that not all men in the UK could vote until 1918?,Neutral
22," nope. But, I did hear that astronauts can vote from space.",Happy
22,That is amazing and very determined.  It's like India setting up a booth just so one person can vote in a forest that is full of lions!,Neutral
23,Hi are you a fan of Star Wars?,Curious to dive deeper
23," My son is, so I know a little bit about it.",Neutral
23,Nice!  Did you see the first movie when it came out in 1977?  I remember going to the theater to see it.,Curious to dive deeper
23," No, I did not.  My son went with his friends. Apparently, Star Wars was dubbed in Navajo in 2013.",Curious to dive deeper
23,There must have been a big enough market for them to do that.  They have the money to do it that's for sure.  Just the box office alone the Star Wars franchise has brought in over $8.5 billion dollars!,Happy
23,20th Century Fox did not think that Star Wars was going to succeed.  Do you know what happened to Star Wars' licensing and merchandising rights?,Curious to dive deeper
23,Didn't George Lucas get them somehow?,Curious to dive deeper
23," Yes, because they did not want to pay additional directing fee to Lucas. ",Curious to dive deeper
23,Nice.  He scored then big time because the entire Star Wars franchise is estimated to $65 billion dollars!,Happy
23," 20th Century Fox avoided to pay additional fee of only $500k to Lucas.  They were willing to give the licensing and merchandising to him.  Someone got fired at the company, I'll bet.",Curious to dive deeper
23,You know it!  George Lucas' wife Marcia won an academy award for editing the film!,Happy
23," I heard about it.  She was talented.  By the way,  Marcia is no longer married to Lucas.",Neutral
23,Whoa!  I didn't know that.  Maybe George doesn't have as much as that $65 billion as I thought.  Yikes.,Happy
23," It's okay.  Marcia is entitled to the money too.  She want the award, remember?",Neutral
23,Yes!  lol  James Earl Jones took only 2.5 hours to record all of the parts for Darth Vader for the original movie.,Happy
23," Sorry, what I meant was ""she won the award"". About James Earl Jones - I think he was only paid $7500 for his work.  That was not fair.",Curious to dive deeper
23,Wow.  That sure doesn't.  I wonder if he gets any licensing fees at all for Darth Vader?  On a different subject....did you know that Earth's surface is 71 percent water and 29 percent land?,Curious to dive deeper
23,I did not know the exact percentages.  Thanks for the info!,Neutral
23,On a sad note relating to those percentages....more than 80 percent of the earths natural forests have already been destroyed?,Happy
23,I heard about it and we need to do something about it.,Curious to dive deeper
23,I agree.  It's sad.  I had a good time chatting with you tonight!,Happy
23,I thank you for your information - I learned a lot from you.  Have a good night.,Happy
24,Hey! Are you a Star Wars fan? I love George Lucas for creating such a cool storyline.,Happy
24,Hello! I do like Star Wars! I can't believe companies thought it would be a flop!,Surprised
24,Yeah can you believe that? Now the franchise of Star Wars is estimated to be worth $65 billion.,Surprised
24," I'm glad 20th century fox finally decided to jump on board with them! My mind is blown, George Lucas says the entire story is told by r2d2!",Curious to dive deeper
24,Wow I never knew that. Star Wars is the second highest grossing film series of all time. I wonder what the first one is?,Curious to dive deeper
24,Maybe the Harry Potter movies? I don't think the movie Blade Runner comes close to it haha. Have you seen it?,Surprised
24,Yeah I have seen all the blade runner movies. They are very cool and gritty. Ridley Scott is a good director.,Happy
24,I still have yet to see one but I want to! I like how the director and Harrison Ford debated if his character was real or not!,Curious to dive deeper
24,Now that is something that I have thought a lot about as well. That classic line at the end of the first movie delivered by the replicant was actually improvise by the actor.,Surprised
24,I think the whole concept of that movie was done right just by hearing about it! I didn't even know the composer to the soundtrack couldn't read music!,Curious to dive deeper
24," That is fascinating! Blade runner was the last sci-fi movie to be made completely analog, that is there were no computerized graphics.",Surprised
24," Wow, and now it seems like it's all computerized graphics! Speaking of crazy, isn't earth awesome?",Curious to dive deeper
24,Yes earth is epic indeed! When earth was first formed a day was only 5.5 hours long! But that was a very long time ago!,Surprised
24,I feel like I would never be able to catch up on sleep during that time lol. I wonder at what point will earth's days be like 40 hours haha.,Curious to dive deeper
24,Yeah I've wondered that as well. I don't look forward to working that long! Earth will also be helium free by the end of the 21st-century. No more balloons for us!,Curious to dive deeper
24," I wonder if clowns will be out of jobs at that time as well haha. We do have to thank Jupiter though, they save us from many asteroids coming our way!",Curious to dive deeper
24,Do they really? I'm not really familiar with that concept. One sad statistic is that more than 80% of the earths natural forest have already been destroyed.,Sad
24,That is so sad! We are destroying the planet we live on! That is even more sad because the world is 71 percent water anyways!,Curious to dive deeper
24," Yes it is. Mostly by oceans but also lakes, rivers, and other sources! Well it was lovely getting to talk with you!",Neutral
24," I agree, It was nice chatting with you as well. Have a great day!",Curious to dive deeper
24,You as well. Goodbye now!,Neutral
25," Hello, How are you? Do you like politics?",Curious to dive deeper
25," Im well.  I do like politics, I just find our current climate a bit hostile.",Neutral
25," lol, I agree with you!! I didn't know Nevada is the only state to have a none of the above voting option?",Surprised
25,I think that is a perfect option.  Sometimes there just arent good candidates.,Neutral
25,I agree!! Did you know since 1900 the taller candidate has won by 75%?,Surprised
25," yeah, I guess people think dominance with height?  Not sure how that one works.  And All bearded presdients were republican",Neutral
25," Yes, I heard that too! Good to know the astronauts in space can vote too!",Happy
25," They can.  And in certain places they might have voted for some animals.  Like a cat named Hank, third place in Virginia senate election",Neutral
25,Oh my goodness! Really. At least we don't have to go into the forest with lions like they do in Indian government!,Happy
25," I know, id be skipping out on that election.",Neutral
25,I think I would too! Too bad Richard Nixon cracked that 165 year old gavel the senate used. It must be somewhere on display.,Curious to dive deeper
25," Yeah, that has to be a piece of US history.",Neutral
25,Love the candy desk idea at the senate! Now I'm going to think about them going thru that drawer full of milky ways . mars bars and jelly beans!,Curious to dive deeper
25,It does sound like the best idea ever.  All that candy is made in Pennsylvania too.,Neutral
25," Yes, keep their sugar levels up!! lol",Happy
25,Keep them working.  LOL,Neutral
25," Yeah, can't make good choices when your sugar has dropped!  It can't believe it took until 1993 for women to wear pants on the senate floor. ",Surprised
25," I know.  If I were elected, I would be doing that first day.  Actually, Id probably bring up senate pajama day.  I m all about the comfort.",Neutral
25,I am too. Nothing worse than trying to work and feeling uncomfortable!! Good chat!!,Neutral
25,For real!  Have a good one!,Neutral
25,You too! Have a good night!!,Happy
26,Do you know much about politics?,Curious to dive deeper
26,Just the basics mostly.  Do you know what the 'candy desk' tradition is about?,Curious to dive deeper
26," I've heard one of the Senators keeps candy in their desk. Pretty cool! Did you know that Since 1900, the taller candidate has won the us presidential election 75% of the time?",Surprised
26," What! No, I did not know that, that is very interesting. ",Surprised
26," Also, Astronauts vote from space, so the rest of us have no excuse not to make it to an election. ",Surprised
26," That is crazy, but understandable.  And you are right, gives us no excuse.  Did you know about Jordan's political dealings?",Curious to dive deeper
26,I don't. Tell me more.,Curious to dive deeper
26," He was asked why he would endorse a Democrat, and he said because republicans buy shoes too.  I thought it was funny. ",Happy
26," Haha, that is funny! Nevada is the only state to have a ""none of these candidates"" voting option for presidential elections.",Surprised
26,Yeah I think the Nevada voting laws are quite odd.,Neutral
26,The voter turnout for us presidential elections hasn't breached 62.8% in the last 100 years! That's actually more than I would guess.,Surprised
26," Well, we'll see how voting will be done twenty years from now, if they make it easier, the numbers will probably rise. ",Curious to dive deeper
26,That's true. Not all men in the uk had the right to vote until 1918.,Surprised
26,I wonder how much fraud there was in voting back in 1918.,Curious to dive deeper
26," I'm sure a lot. Elections are fairly new. rom 1789 until 1913, Senators were appointed by legislatures of the states they represented; following the ratification of the Seventeenth Amendment in 1913, they are now popularly elected. ",Surprised
26,That is a very interesting fact.  Do you remember the first time you voted?,Curious to dive deeper
26,I don't. it was a long time ago! Women were not allowed to wear pants on the u.s. senate floor until 1993.,Surprised
26,I think that is the strangest fact of the day.  I think it's wild when observers have to be blocked from polls during elections.,Curious to dive deeper
26,Strange and freaky! dian government sets up a polling booth in a forest full of lions for a single voter.,Surprised
26,I think I've read that before! Wild to think about.,Curious to dive deeper
26,Nice chatting with you. Thanks!,Curious to dive deeper
27," Hey how are you, can't believe that Georgia senator got arrested!",Curious to dive deeper
27,She said she was peacefully chanting.,Sad
27," That's interesting, I wish voting was different now, no reason to still have ballots with no federal holiday for Election Day.",Curious to dive deeper
27,It's interesting that astronauts vote from space!,Surprised
27," For sure, I wonder if it's confidential up there? How does it get back to earth?",Curious to dive deeper
27," Right, I'll have to look that up. Indian government sets up a polling booth in a  forest that is full of lions for just one voter.",Surprised
27," I wonder if that person even shows up to vote, or why he's in the jungle like that haha. Did you vote last election?",Curious to dive deeper
27," Yes I did. And even though we don't have to go to a forest full of lions, voter turnout for US presidential elections has not reached 62.8 percent in the last 100 years.",Surprised
27," That's crazy, I wonder if they'll ever fix that, plenty of things they can do about that but never attempt it. ",Curious to dive deeper
27,Since 1900 the taller candidate has won the US presidential election. Hope that's just a coincidence!,Surprised
27," Oh wow, that's pretty crazy. I'm 6'4"", I should run for president lol. ",Curious to dive deeper
27," Ha, maybe you should. Officials in Athens didn't have much faith in elections. They thought it would lead to oligarchy.",Surprised
27," Oh wow, that's some forward thinking. What is an oligarchy again?",Curious to dive deeper
27,It is where power is concentrated in a small group of people.,Surprised
27," Ah I gotcha, they're kind of right I'm sure. I wonder what the perfect government system is? Any ideas?",Curious to dive deeper
27," Not sure I have faith in any, as all great civilizations come to an end. It seems like we are still barely progressing though. Women could not wear pants in the US senate floor until 1993 after a couple of women senators protested by wearing pantsuits.",Surprised
27," Oh wow, that's crazy how sexist they still were. I agree about the great civilizations coming to an end, they all thought they'd be around forever too.",Curious to dive deeper
27," I think it's interesting that astronauts vote from space. Yet, we have low turnouts for presidential elections for those of us on earth, haha.",Surprised
27," For sure, I wonder why people don't show up so much, I wish they would more!",Curious to dive deeper
27," Yeah, the Indian government set up a polling booth in a forest full of lions for one voter, that is pretty neat.",Surprised
27," Very cool. Great chatting with you, I'm going to take off though, take care!",Curious to dive deeper
28,did you watch the movie Frozen?,Curious to dive deeper
28," I did and loved it so much, and you?",Curious to dive deeper
28,me too. Did you know it is the first movie by disney directed by a woman?,Curious to dive deeper
28," Yes and also that it made $1 billion worklwide, that is amazing",Curious to dive deeper
28,I know. Elsa was the main villain in the original script of the movie,Curious to dive deeper
28,Yes but the let it go song was too uplifting to keep her as the villain,Curious to dive deeper
28,Yes. And the original title of the movie was the Snow Queen,Curious to dive deeper
28," Yes but they changed it because feminine titles do not seem to do well, so sad",Curious to dive deeper
28,That is sad and it is just the mentality that we have to work hard to change,Curious to dive deeper
28,Yup agreed. They also changed Rapunzel to Tangled for that same reason,Curious to dive deeper
28,Yeah. DO you have a pet?,Curious to dive deeper
28,I have two cats and a dog. DO you like dogs?,Curious to dive deeper
28,I love dogs. did you there they can have one of the 12 blood types?,Curious to dive deeper
28,Yes and there are blood drives for dogs,Curious to dive deeper
28,So cool. In istanbul they have installed water and food dispensers for dogs,Curious to dive deeper
28,Yes and all you have to do is feed it plastic bottles,Curious to dive deeper
28,Yes such a genius idea and it helps everyone involved,Curious to dive deeper
28,I know. Dogs are really good at understanding pointing,Curious to dive deeper
28,Yes and same goes for the elephants as well,Curious to dive deeper
28,Yeah. Google is a dog company it seems,Curious to dive deeper
28," Yes they have that in their code of conduct, talk about dedication",Curious to dive deeper
28," I know right, dogs deserve that though",Curious to dive deeper
29,Do you like baseball ?,Curious to dive deeper
29,I have heard of it. Do you?,Neutral
29," I like, the sport but there is not MLB team in my city, so I don't watch it. But I find it really interesting, full of small details, like managers wear a uniform so they could replace a player if they need to. ",Surprised
29," That is probably a holdover from the old days when a player was chosen to be manager. Nowadays, it wouldn't work.",Neutral
29," Yes, I wonder if it could be even dangerous for some of them, like some could have an heart attack.  ",Neutral
29," Yeah, no insurance company would touch the managers on the field, that's for sure.",Neutral
29," I think they would be better at softball, did you ever watch a softball game ? ",Curious to dive deeper
29," I have never watched a softball game, though I understand many women play it. ",Neutral
29," I think it is more a hobby than a professional sport, the average salary is around 5500 $ per year, some hobos make more. ",Neutral
29," Hobos? I never thought of income in terms of hobos, though I guess they do make money through their illicit means. ",Neutral
29," Panhandling can be quite profitable, for someone with no income. Like in a busy place as Manhattan. But even if I don't consider softball as a legitimate pro sport, if was the first event televised on ESPN.   ",Neutral
29,Can you win money through betting though? That always legitimizes a sport.,Neutral
29," Yes, if it is your criteria, then video game is a legitimate sport. They have leagues and a lot of betting is done on matches. ",Neutral
29," Their is a physicality to what they do, but it's just in the hands.",Neutral
29," As shooting, and it is even an Olympic sport, but it is strange to see a smoking fat man winning a medal. Do you play video games ?",Curious to dive deeper
29,I used to play video games. Not much now. Lost interest. Do you?,Curious to dive deeper
29," Me too, I have lost interest playing before I have lost interest in buy them so I have a backlog of a few games that reminds me  not to buy the next console. It is the more and more popular, 3 billon hours are played on video games each week on Earth. ",Sad
29,Wow. So much time on games. I guess it's about the same as time spent watching TV.,Neutral
29," Yes, but video are viewed more negatively than TV, that is why you have legislation in some countries limiting the time played by children.",Neutral
29,It is important to keep the kids from losing themselves in the games. Which countries restrict video games?,Curious to dive deeper
29," There is Korea limiting kids under 16, and China I think. Mostly Asian countries. ",Neutral
29," The kids there go nuts over games. I know that there are pro gamers in Korea. Anyway, fun chat!",Happy
29," You too, have a good evening.",Neutral
30,Hi there are you a baseball fan?,Curious to dive deeper
30,i like baseball. i usually watch the world series. You?,Neutral
30,I'm a fan.  Did you know that baseball managers wear uniforms because they are technically able to play for their teams if needed.,Happy
30,I think that is a holdover from the old days. i bet back then a player was chosen to also be manager.,Neutral
30,I'm not sure how that worked.  The last one to do that I remember was Pete Rose back in the late 80's.  He played every day and managed at the same time.,Happy
30," yeah, he was a competitive guy. probably perfect for the dual role of manager/player.",Neutral
30,Up until 2005 a married couple scheduled all 2430 major league baseball games played each year for 24 years!  I bet that could get confusing.,Happy
30," Yeah, i figured that was all done by computer.  I guess they had a pretty sweet gig.",Neutral
30,Must have paid pretty good otherwise I don't think they would have done it for that long.  A man found 3 million dollars worth of baseball cards in grandfathers attic that were hidden since the 1940's.  He hit the jackpot.,Happy
30," Wow. I would probably sell some, and keep the rest as an investment. What would you do?",Neutral
30,I would do exactly the same as you.  How could you not pass that up the chance to set yourself up for life? lol,Happy
30," Yeah, that is quite lucky. Do you follow softball at all?",Neutral
30,I actually enjoy watching college softball on ESPNU!,Happy
30,Really? the womens game? do men play as well?,Neutral
30," lol I watch the women though because the pitchers really sling that ball to the plate.  On May 11, 1991 Creighton hosted Utah in the longest softball game in NCAA history lasting 31 innings!",Happy
30," Yeah, that underhand pitch can really move. That is one long game! Not much of a career after college though. As of 2014, the average salary for a professional softball player is between $5,000 and $6,000.",Neutral
30,No.  Not enough fans to support it. lol  Jose Canseco claims to hold the record for longest softball homerun at 622 feet.  He might have it.  I've watched him hitting softballs on youtube.  He crushes them even still to this day.,Happy
30,He had the juice to hit the balls a country mile. I didnt know he played softball.,Neutral
30,Check it out on youtube.  I was shocked at how far the balls go. lol  Kickball is also called soccer-baseball in Canada! lol It's been fun chatting!,Happy
30," Yes, it has been fun chatting! Have a good weekend!",Neutral
30,You have a great weekend too!,Happy
31," Hi, how are you doing this fine evening?",Neutral
31,Hey there I'm doing great. What did you think about the Disney movie Frozen?,Curious to dive deeper
31," I haven't seen it. Is it a good film? It's animated, right? With lots of songs?",Curious to dive deeper
31," Yes it uses computer animation and it has love songs. It was super popular. There's a song that all the little kids were saying called""Let It Go and I guess it's based on the Hans Christian Andersen fairy tale called the snow queen",Curious to dive deeper
31,HC wrote so many great stories. I read the Snow Queen a long time ago. I don't remember it.Has the movie won any awards?,Curious to dive deeper
31," I'm pretty sure that it has, I know that it made a ton of money. Apparently the villain used to sing that song I mentioned, Let It Go, but the song was so happy that they changed the character",Surprised
31,that's good thinkg. I bet the song is up for an award somewhere. Who were the people involved in the film?,Neutral
31," There's like a princess, a reindeer and a snowman, they're like them three most important characters. Also this is the first movie that was produced by Walt Disney and directed by a woman.",Surprised
31,Not many films get directed by woman. That's good that she got the job. Good for Disney! They know how to spot talent.,Neutral
31,I think so. Apparently she was the first female director of a film that earned over 1 billion dollars too. So that is another record that she set,Surprised
31," Disney has won a ton of awards, and I'm sure she'll win awards as well.",Neutral
31,Oh I'm Sure. Do you like dogs by the way? We used to have a husky ourselves,Curious to dive deeper
31," A dog is a great friend, but no, I have never had a dog. I enjoy playing with them though.",Neutral
31," Dogs are awesome, I think anyway, they have like 12 different blood types and apparently there are dog blood drives that exist",Curious to dive deeper
31,I wonder how the dogs are rewarded at the drive. People get cookies and orange juice.,Neutral
31,I know right? I hope that the dogs get a treat at least haha. Did you know that Istanbul has vending machines that reward stray dogs for bringing back trash?,Surprised
31,The Turks know the value of recycling and that dogs are keen to help for reward.,Neutral
31,Oh for sure! One other thing I didn't know is that dogs and elephants are the only animals that respond to pointing. I want a pet elephant haha!,Happy
31,Good luck with that elephant! Anyway I enjoyed chatting with you!,Neutral
31,I enjoyed chatting with you as well! And yes I'll go to local pet store and see if they have elephants in stock haha,Happy
31,Have a good night,Neutral
31," Thanks you too! And watch out for dogs, they're not actually colorblind but they just don't see as many colors as a normal human can",Surprised
32," Ana Gloria Henrequez was from Salvador, trying to get to USA, trying to escape from misery and gangs in El Salvador. She was caught.",Sad
32," Yeah, I heard about that. I feel horrible for her young daughter",Sad
32," Sorry, Ana Gloria Henrequez is the grandmother, my bad. Ximena is the girl and the mother is Cindy. They said that they never had been caught until Trump's laws.",Sad
32," Yeah, I'm not sure if that actually made any difference. It just really sucks that even after his executive order ending the separation reuniting families is still so difficult",Sad
32," Yes, I know. I don't know how they are not keeping track of what child belongs to what mother. It's terrible to know that the kids were heard wailing and asking for their family members.",Sad
32," It's even crazier that the grandmother could recognize Ximena's voice. I guess since I've never been a parent, I can't comprehend that",Sad
32,You are right. Nobody knows how a parent feels until you are one. Is terrible. I myself I was thinking that I would prefer stay in my country and don't enter the USA at least while they are taking these measures. It would be terrible to lose my son or grandkid.,Sad
32,I understand that. I can also understand wanting to leave when there are gang members on every corner and your little one is just starting school,Happy
32," Yes, I understand that. It has to be very, very difficult, a terrible decision to make. But, me, personally, I would prefer to face it together than not know what happened to them. I don't know, this is a very difficult situation.",Sad
32," Plus, she had to leave her dog behind :( Poor little Cookie",Sad
32," Yes, this is such a terrible story. Well, Cindy was robbed twice on the bus. That makes it very difficult to live in a place where you don't have any safety.",Sad
32,I watched an episode of a TV show Shameless recently and it showed an immigrant child separated from his parents in Texas who ended up in foster care in Chicago!,Surprised
32,I wonder why people are adopting them. Praying for them. Have you seen Frozen?,Sad
32,Many are adopting the kids because they want to give them safe homes!,Surprised
32," Oh, then, thank you very much. Glad to know about this. God bless them. Well, I liked a lot Frozen. Is a fiery Princess.",Happy
32," yes, it was great movie. And there's a sequel coming out. I can't wait!",Happy
32," Hahaha, liked the graphics, tooo!  Do you like dogs? I didn't know that among dogs they have 12 different blood types!!!!!!!",Surprised
32," Yes, and they even have doggy blood drives ^_^ Did the male love interest have a dog or a horse in Frozen? I can't remember...",Curious to dive deeper
32," Really, me either. I have a bad memory for some things. lol, but I think I will never forget that Minnie Mouse's name is really Minerva.",Surprised
32," Really?! Like the Greek goddess? That's fascinating to me. Usually Disney tries to ""de-feminize"" things rather than feminize them more. Frozen was supposed to be named Snow Queen but boys often don't see movies that have feminine nouns in the title :/",Neutral
32," hahahaah that is so much male, lol. Nice to meet you, giving to you an excellent, have a nice day!",Happy
32,Have a lovely day as well :),Neutral
33," Hello my Friend?! Are you a fan of ""Frozen"" the movie? I personally Looooved it!",Curious to dive deeper
33,I have not seen the movie. Is it animated? Is it for kids?,Neutral
33," both! lol, although Im not a kid so I guess for all haha, I did take my kids to see the movie though. It came out in 2013 and earned over 1 billion dollars",Curious to dive deeper
33," That's great! I must be a wonderful film. It's a disney film, yes? Lots of songs?",Neutral
33," That is correct! produced by Walt Disney Animated Studios and released by Walt Disney Pictures. It was so cute! They also remade Rapunzel as Tangled, have you seen that?",Curious to dive deeper
33,I have not. I guess the story is basically the same as the fairy tale? Girl with long hair in a tower?,Neutral
33," Yes, another of my favorites! How about you? What do you like to watch?",Curious to dive deeper
33," I enjoy watching comedies and dramas. I sometimes watch animated stuff, but not usually.",Neutral
33," Me too, Mysteries or psychological thrillers are great, but animated is one of my favs to watch with kiddos although everyone knows Minnie mouse did you know minnie is short for minerva?! mind blown",Curious to dive deeper
33," I did not know that. I'm not surprised that Disney makes about $1,110 per second. That's a lot, but reflects the success of the brand.",Neutral
33,Oh my! thats awesome! I guess im not too surprised since the company was founded in 1923!,Curious to dive deeper
33,Almost 100 years old. The Mouse House will soon have a century behind it.,Neutral
33," Wow, well its maintained its popularity very well! I mean there is a whole subculture dedicated to finding hidden mickey mouse images in all things disney",Curious to dive deeper
33," I've never looked for the hidden images, but I imagine they are there! It's part of the playful nature of the company. It wants to create many layers of fun for the viewers.",Neutral
33," Yes, and thus I'm not surprised they're so succesful. That's very creative and engaging, and keeps viewers interested and coming back... genius!",Curious to dive deeper
33,It's ironic that Walt Disney was fired from his job at a local newspaper in Missouri for ''not being creative enough.'' I guess his genius was not recognized because he was ahead of his time.,Neutral
33," Wow! well see, that's why I believe in perfect timing sometimes there are better opportunities ahead of us. amazing! ",Curious to dive deeper
33,Are you interested in dogs? They are quite clever. Dogs can learn over a thousand words and  reason better than chimps.,Neutral
33,Yes! I sometimes Love them better than people... they are just full of Love. Did you know there are 12 different blood types that a dog may have and dog can donate blood at dog blood drives! I love them even more!,Curious to dive deeper
33,That's great! They also have 'eureka moments' and enjoy the experience of solving a problem  to obtain a reward. Much like people!,Neutral
33," Yes and they understand by pointing! How cool is that? Thats how I get my dog to get my slippers! Anyway, fun chatting with you! Namaste :)",Curious to dive deeper
33,Have a good evening!,Neutral
33,you too,Curious to dive deeper
